DATE_ID,id,ORIGIN,DESTINATION,OD_DATE_TIME_START,OD_DATE_TIME_END,STATIONS_ALL,DATES_TIME_START_ALL,DATES_TIME_END_ALL,STATIONS_LEN
20240702,1090921693986,2005,818,1696076100,1696086420,2005|1650|527|1702|2024|2023|1400|818,1696076100|1696081260|1696081980|1696082280|1696082580|1696083960|1696085760|1696086360,1696076220|1696081680|1696082040|1696082340|1696082640|1696084980|1696085820|1696086420,8
20240702,1090921694001,836,1156,1696086360,1696094880,836|2023|1624|724|1609|1428|1156,1696086360|1696087020|1696092360|1696092720|1696093260|1696094880|1696095300,1696086420|1696088580|1696092420|1696092780|1696093320|1696094940|1696095420,7
20240702,1090921694014,279,1156,1696088640,1696098480,279|829|2023|724|1609|1156,1696088880|1696090080|1696091280|1696096140|1696096680|1696098720,1696088940|1696090140|1696092420|1696096200|1696096740|1696098840,6
20240702,1090921694021,724,1606,1696095780,1696102500,724|1609|1428|1156|881|1606,1696095780|1696096320|1696097940|1696098360|1696096500|1696102560,1696095840|1696096980|1696098000|1696098480|1696098060|1696102560,6
20240702,1090921694029,836,1156,1696093560,1696102080,836|2023|1624|724|1609|1428|1156,1696093680|1696094340|1696099500|1696099860|1696100400|1696102020|1696102440,1696093740|1696095900|1696099560|1696099920|1696100460|1696102080|1696102560,7
20240702,1090921694100,493,818,1696063740,1696073760,493|360|453|1394|829|2023|1400|818,1696064040|1696068840|1696069140|1696069500|1696070280|1696071780|1696073160|1696073760,1696064100|1696068900|1696069200|1696069560|1696070340|1696072620|1696073220|1696073820,8
20240702,1090921694102,1167,818,1696062300,1696073760,1167|1428|2023|1400|818,1696062420|1696063260|1696069140|1696073700|1696074300,1696062420|1696063320|1696072440|1696073760|1696074360,5
20240702,1090921694105,2023,445,1696070280,1696076580,2023|1627|1953|445,1696070580|1696073700|1696074540|1696076880,1696072620|1696074060|1696075020|1696076880,4
20240702,1090921694114,493,818,1696085160,1696095960,493|360|453|1394|829|2023|1400|818,1696085160|1696090020|1696090320|1696090620|1696091400|1696092900|1696095420|1696096020,1696085220|1696090080|1696090380|1696090680|1696091460|1696094400|1696095480|1696096080,8
20240702,1090921694125,493,818,1696088940,1696098960,493|360|453|1394|829|2023|1400|818,1696089180|1696093740|1696094040|1696094400|1696095180|1696096500|1696098720|1696099260,1696089240|1696093800|1696094100|1696094460|1696095240|1696097760|1696098780|1696099320,8
20240702,1090921694127,2006,818,1696086660,1696098960,2006|2005|527|1702|2024|2023|1400|818,1696086960|1696087200|1696093800|1696094100|1696094460|1696095060|1696098600|1696099140,1696087020|1696087320|1696093860|1696094160|1696094520|1696097820|1696098660|1696099200,8
20240702,1090921694129,1400,1609,1696095120,1696101840,1400|2023|1400|818|484|1624|724|1609,1696095540|1696096740|1696098540|1696099080|1696100100|1696100940|1696101300|1696101960,1696095600|1696097940|1696098600|1696099140|1696100220|1696101000|1696101360|1696102020,8
20240702,1090921694132,1624,1606,1696100760,1696108200,1624|724|1609|1156|881|1584|1606,1696100940|1696101300|1696101960|1696104240|1696101840|1696107540|1696108200,1696101000|1696101360|1696102560|1696104360|1696103700|1696107720|1696108200,7
20240702,1090921694154,493,818,1696092540,1696103040,493|453|1394|829|2023|1400|818,1696092540|1696097400|1696097760|1696098540|1696100040|1696102500|1696103100,1696092600|1696097460|1696097820|1696098600|1696101600|1696102560|1696103160,7
20240702,1090921694155,2005,818,1696090500,1696103040,2005|527|1702|2024|2023|1400|818,1696090920|1696096800|1696097100|1696097400|1696098780|1696102860|1696103460,1696091040|1696096860|1696097160|1696097460|1696102020|1696102920|1696103520,7
20240702,1090921694163,484,1926,1696100820,1696107300,484|1158|2076|1926,1696100820|1696103220|1696104000|1696107300,1696101600|1696103400|1696104180|1696107300,4
20240702,1090921694182,444,1650,1696072200,1696081140,444|807|1006|2023|2024|1650,1696072800|1696073520|1696077240|1696078200|1696080360|1696081080,1696072800|1696073580|1696077300|1696080720|1696080420|1696081140,6
20240702,1090921694191,818,1313,1696056780,1696065540,818|1400|666|2023|1627|1953|1152|1313,1696057020|1696057560|1696057860|1696058640|1696063500|1696064340|1696065060|1696065900,1696057080|1696057620|1696057920|1696058760|1696064220|1696064460|1696065120|1696065960,8
20240702,1090921694192,1289,445,1696055100,1696066320,1289|1006|2023|279|1627|1152|1313|445,1696055400|1696056000|1696057440|1696062540|1696063320|1696064880|1696065720|1696066440,1696055460|1696056060|1696060500|1696062600|1696063380|1696064940|1696065780|1696066560,8
20240702,1090921694193,1006,483,1696058640,1696071660,1006|509|2023|487|909|2091|762|483,1696059060|1696059360|1696060200|1696068120|1696068840|1696069920|1696070280|1696071660,1696059120|1696059420|1696060620|1696068180|1696068900|1696069980|1696070340|1696071660,8
20240702,1090921694195,2066,1471,1696057200,1696067280,2066|836|2023|1953|1152|1313|445|1471,1696057620|1696057980|1696058640|1696064220|1696064940|1696065780|1696066500|1696067520,1696057680|1696058040|1696060620|1696064340|1696065000|1696065840|1696066620|1696067580,8
20240702,1090921694227,1167,1650,1696058700,1696066740,1167|1428|2023|2024|1650,1696058940|1696059780|1696065660|1696065960|1696066680,1696058940|1696059840|1696065960|1696066020|1696066740,5
20240702,1090921694246,1006,2009,1696055700,1696063800,1006|2023|1650|1354|2005|2009,1696056000|1696057440|1696059780|1696062300|1696063320|1696064100,1696056060|1696058820|1696059840|1696062420|1696063500|1696064100,6
20240702,1090921694248,836,2009,1696057560,1696063800,836|2023|2005|2009,1696057920|1696058580|1696063020|1696063800,1696057980|1696058880|1696063200|1696063800,4
20240702,1090921694255,735,1650,1696053120,1696063140,735|1953|1627|279|829|2023|2024|1650,1696053420|1696057680|1696058640|1696059240|1696060440|1696062120|1696062480|1696063200,1696053480|1696057800|1696058700|1696059300|1696060500|1696062420|1696062540|1696063260,8
20240702,1090921694277,444,1650,1696061400,1696070340,444|807|1681|2023|2024|1650,1696061940|1696062480|1696062840|1696067040|1696070160|1696070880,1696061940|1696062540|1696062900|1696069860|1696070220|1696070940,6
20240702,1090921694292,1650,2009,1696083120,1696092600,1650|2024|2023|1354|2005|2009,1696083120|1696084260|1696084680|1696090800|1696091820|1696092600,1696083180|1696084320|1696087320|1696090920|1696092000|1696092600,6
20240702,1090921694301,2006,1650,1696079460,1696091940,2006|2005|527|1702|2024|2023|2024|1650,1696079640|1696079880|1696086540|1696086840|1696087200|1696087740|1696091700|1696092420,1696079700|1696080000|1696086600|1696086900|1696087260|1696091100|1696091760|1696092480,8
20240702,1090921694304,1167,1650,1696083900,1696091940,1167|1428|2023|2024|1650,1696083900|1696084740|1696090620|1696091580|1696092300,1696083900|1696084800|1696090920|1696091640|1696092360,5
20240702,1090921694307,2024,909,1696091160,1696097700,2024|1152|1313|445|1471|735|487|909,1696091460|1696093440|1696094280|1696095000|1696096020|1696096440|1696096920|1696097640,1696091520|1696093500|1696094520|1696095600|1696096200|1696096500|1696096980|1696097700,8
20240702,1090921694319,493,1650,1696085160,1696095540,493|360|453|1394|829|2023|2024|1650,1696085220|1696090080|1696090380|1696090680|1696091460|1696092960|1696095120|1696095840,1696085280|1696090140|1696090440|1696090740|1696091520|1696094580|1696095180|1696095900,8
20240702,1090921694322,1650,2005,1696090320,1696099200,1650|2024|2023|1354|2005,1696090680|1696091820|1696092240|1696098240|1696099260,1696090740|1696091880|1696094880|1696098360|1696099440,5
20240702,1090921694330,1023,1650,1696063440,1696073940,1023|493|453|1394|829|2023|2024|1650,1696064040|1696064340|1696069440|1696069800|1696070580|1696072080|1696073160|1696073880,1696064100|1696064400|1696069500|1696069860|1696070640|1696073520|1696073220|1696073940,8
20240702,1090921694334,1650,2009,1696068720,1696078200,1650|2024|2023|1354|2005|2009,1696068900|1696070040|1696070460|1696076820|1696077840|1696078620,1696068960|1696070100|1696073100|1696076940|1696078020|1696078620,6
20240702,1090921694340,493,1650,1696092540,1696102740,493|453|1394|829|2023|2024|1650,1696092900|1696097760|1696098120|1696098900|1696100400|1696101960|1696102680,1696092960|1696097820|1696098180|1696098960|1696102080|1696102020|1696102740,7
20240702,1090921694350,2005,1195,1696102080,1696107840,2005|2009|2005|1505|2125|1195,1696106460|1696107240|1696102260|1696105680|1696107540|1696107900,1696106640|1696107720|1696102920|1696106580|1696107660|1696108020,6
20240702,1090921694358,1650,2009,1696108320,1696117800,1650|2024|2023|1354|2005|2009,1696108740|1696109880|1696110300|1696116360|1696117380|1696118160,1696108800|1696109940|1696112940|1696116480|1696117560|1696118160,6
20240702,1090921694368,1260,2023,1696089000,1696094100,1260|2066|836|2023,1696089600|1696090200|1696090560|1696091220,1696089660|1696090260|1696090620|1696094700,4
20240702,1090921694384,818,2009,1696094580,1696103400,818|1400|2023|2024|1650|1354|2005|2009,1696094880|1696095420|1696096620|1696098360|1696099080|1696101600|1696102620|1696103400,1696094940|1696095480|1696098420|1696098420|1696099140|1696101720|1696102800|1696103400,8
20240702,1090921694404,762,1289,1696058340,1696070880,762|2091|1627|279|829|2023|1006|1289,1696058640|1696059060|1696066140|1696066740|1696068000|1696069320|1696070280|1696070820,1696058700|1696059120|1696066200|1696066800|1696068060|1696069860|1696070340|1696070880,8
20240702,1090921694405,2024,807,1696066260,1696073880,2024|2023|1341|1452|1667|1681|807,1696066260|1696066680|1696071780|1696072200|1696072980|1696073940|1696074300,1696066320|1696069560|1696071840|1696072260|1696073040|1696074000|1696074360,7
20240702,1090921694407,1023,1289,1696059840,1696070880,1023|493|453|1394|829|2023|1006|1289,1696060320|1696060620|1696065480|1696065840|1696066620|1696068120|1696070880|1696071420,1696060380|1696060680|1696065540|1696065900|1696066680|1696070040|1696070940|1696071480,8
20240702,1090921694410,1400,807,1696065720,1696073880,1400|2023|1341|1452|1176|1667|1681|807,1696066200|1696067640|1696071600|1696072020|1696072440|1696072800|1696073760|1696074120,1696066260|1696070040|1696071660|1696072080|1696072500|1696072860|1696073820|1696074180,8
20240702,1090921694423,1167,543,1696065900,1696084020,1167|2023|735|487|909|543,1696066140|1696072860|1696082520|1696083000|1696083720|1696084440,1696066140|1696074840|1696082580|1696083060|1696083780|1696084500,6
20240702,1090921694451,807,1631,1696054680,1696066680,807|509|2023|509|1006|796|1631,1696055280|1696059540|1696060380|1696061280|1696061700|1696066260|1696066860,1696055340|1696059600|1696061160|1696061340|1696061760|1696066320|1696066860,7
20240702,1090921694452,829,371,1696057800,1696064880,829|2023|2061|633|371,1696058160|1696059420|1696063920|1696064280|1696064760,1696058220|1696060920|1696063980|1696064340|1696065120,5
20240702,1090921694456,1650,371,1696057920,1696064880,1650|2024|2023|477|706|2061|633|371,1696058340|1696059480|1696059900|1696062120|1696062780|1696063680|1696064040|1696064520,1696058400|1696059540|1696060980|1696062180|1696062840|1696063740|1696064100|1696064880,8
20240702,1090921694461,633,1926,1696064040,1696067400,633|371|2076|1926,1696064100|1696064580|1696064580|1696067520,1696064640|1696064940|1696065000|1696067520,4
20240702,1090921694466,2005,1631,1696056300,1696070280,2005|2024|2023|509|1006|796|1631,1696056480|1696062060|1696063020|1696065180|1696065600|1696070160|1696070760,1696056600|1696062120|1696064340|1696065240|1696065660|1696070220|1696070760,7
20240702,1090921694469,2024,371,1696062660,1696068480,2024|2023|477|706|1044|2061|633|371,1696062900|1696063320|1696066320|1696066980|1696067520|1696067880|1696068240|1696068720,1696062960|1696064400|1696066380|1696067040|1696067580|1696067940|1696068300|1696069080,8
20240702,1090921694473,1167,1631,1696059300,1696070280,1167|484|509|1046|796|1631,1696059300|1696061460|1696065300|1696069560|1696070280|1696070880,1696059300|1696061580|1696065360|1696069620|1696070340|1696070880,6
20240702,1090921694483,1650,371,1696072320,1696079280,1650|2024|2023|477|706|2061|633|371,1696072620|1696073760|1696074180|1696076880|1696077540|1696078440|1696078800|1696079280,1696072680|1696073820|1696075260|1696076940|1696077600|1696078500|1696078860|1696079640,8
20240702,1090921694492,1627,371,1696078860,1696082880,1627|1953|2061|633|371,1696079460|1696080300|1696082040|1696082400|1696082880,1696079760|1696080780|1696082340|1696082460|1696083240,5
20240702,1090921694497,2005,1006,1696072500,1696083180,2005|527|1702|2024|2023|509|1006,1696073040|1696078920|1696079220|1696079520|1696080540|1696083300|1696083720,1696073160|1696078980|1696079280|1696079580|1696082700|1696083360|1696083780,7
20240702,1090921694498,2066,371,1696078800,1696086480,2066|836|2023|706|1044|2061|633|371,1696079100|1696079460|1696080120|1696084920|1696085460|1696085820|1696086180|1696086660,1696079160|1696079520|1696082460|1696084980|1696085520|1696085880|1696086240|1696087020,8
20240702,1090921694500,1650,371,1696079520,1696086480,1650|2024|2023|477|706|2061|633|371,1696079880|1696081020|1696081440|1696083840|1696084500|1696085400|1696085760|1696086240,1696079940|1696081080|1696082520|1696083900|1696084560|1696085460|1696085820|1696086600,8
20240702,1090921694514,1606,371,1696070400,1696090080,1606|1584|2061|633|371,1696070760|1696071780|1696088880|1696089240|1696089720,1696071360|1696071960|1696089180|1696089300|1696090080,5
20240702,1090921694525,1167,1631,1696080300,1696095480,1167|1156|2023|1046|796|1631,1696080300|1696080660|1696087020|1696094340|1696095060|1696095660,1696080300|1696080780|1696089360|1696094400|1696095120|1696095660,6
20240702,1090921694528,2023,2061,1696086600,1696092540,2023|818|484|1167|477|706|1044|2061,1696086600|1696087860|1696088820|1696091100|1696090920|1696091580|1696092120|1696092480,1696086720|1696087980|1696089360|1696091640|1696091100|1696091640|1696092180|1696092540,8
20240702,1090921694530,1167,1631,1696084500,1696095480,1167|484|509|1046|1631,1696084740|1696086900|1696090380|1696094640|1696095960,1696084740|1696087020|1696090440|1696094700|1696095960,5
20240702,1090921694553,493,1006,1696088940,1696097580,493|360|453|1394|829|2023|509|1006,1696089420|1696093980|1696094280|1696094640|1696095420|1696096740|1696097460|1696097880,1696089480|1696094040|1696094340|1696094700|1696095480|1696097040|1696097520|1696097940,8
20240702,1090921694560,2023,2061,1696093800,1696099740,2023|818|1167|1006|477|706|1044|2061,1696094280|1696095540|1696098780|1696097760|1696098360|1696099020|1696099560|1696099920,1696094400|1696095660|1696099320|1696097820|1696098540|1696099080|1696099620|1696099980,8
20240702,1090921694569,1400,371,1696097880,1696104480,1400|666|2023|706|1044|2061|633|371,1696098480|1696098900|1696099920|1696102560|1696103100|1696103460|1696103820|1696104300,1696098540|1696098960|1696100760|1696102620|1696103160|1696103520|1696103880|1696104660,8
20240702,1090921694571,483,1631,1696086480,1696106280,483|1313|1953|1046|796|1631,1696087020|1696092660|1696094220|1696104960|1696105680|1696106280,1696087020|1696092720|1696094340|1696105020|1696105740|1696106280,6
20240702,1090921694573,1953,371,1696101300,1696104480,1953|445|2061|633|371,1696101900|1696104300|1696103640|1696104000|1696104480,1696102380|1696105080|1696103700|1696104060|1696104840,5
20240702,1090921694579,2061,1195,1696103280,1696107840,2061|633|1505|2125|1195,1696103460|1696103820|1696105500|1696107360|1696107720,1696103520|1696103880|1696105740|1696107480|1696107840,5
20240702,1090921694583,2066,371,1696100400,1696108080,2066|836|2023|706|1044|633|371,1696100520|1696100880|1696101540|1696106580|1696107120|1696107840|1696108320,1696100580|1696100940|1696103880|1696106640|1696107180|1696107900|1696108680,7
20240702,1090921694584,1167,1631,1696094700,1696109880,1167|1156|2023|796|1631,1696094700|1696095060|1696101420|1696109460|1696110060,1696094700|1696095180|1696103760|1696109520|1696110060,5
20240702,1090921694586,2024,371,1696102620,1696108080,2024|2023|477|706|1044|2061|633|371,1696102800|1696103220|1696105920|1696106580|1696107120|1696107480|1696107840|1696108320,1696102860|1696103940|1696105980|1696106640|1696107180|1696107540|1696107900|1696108680,8
20240702,1090921694590,1167,1631,1696098900,1696109880,1167|484|509|1046|796|1631,1696099140|1696101300|1696104660|1696108920|1696109640|1696110240,1696099140|1696101420|1696104720|1696108980|1696109700|1696110240,6
20240702,1090921694596,2066,1631,1696104000,1696111920,2066|836|2023|1044|371|1631,1696104000|1696104360|1696105020|1696109760|1696110960|1696112340,1696104060|1696104420|1696106400|1696110000|1696111020|1696112340,6
20240702,1090921694597,493,477,1696096140,1696107960,493|453|1394|829|2023|1006|477,1696096260|1696101120|1696101480|1696102260|1696103580|1696107360|1696107960,1696096320|1696101180|1696101540|1696102320|1696106520|1696107420|1696108020,7
20240702,1090921694622,735,1650,1696053120,1696066320,735|1953|1627|279|829|2023|2024|1650,1696053360|1696057620|1696058580|1696059180|1696060380|1696062060|1696066080|1696066860,1696053420|1696057740|1696058640|1696059240|1696060440|1696065360|1696066140|1696066920,8
20240702,1090921694626,1167,1650,1696055100,1696066320,1167|1156|1428|2023|2024|1650,1696055100|1696055460|1696055940|1696061820|1696065840|1696066620,1696055100|1696055580|1696056000|1696065120|1696065900|1696066680,6
20240702,1090921694627,444,1650,1696057800,1696066320,444|1681|2023|2024|1650,1696058280|1696059180|1696063380|1696065720|1696066500,1696058280|1696059240|1696065600|1696065780|1696066560,5
20240702,1090921694632,1631,1650,1696056000,1696066320,1631|1046|1006|509|2023|2024|1650,1696056540|1696057560|1696061460|1696061880|1696062840|1696066080|1696066860,1696056540|1696057620|1696061520|1696061940|1696065660|1696066140|1696066920,7
20240702,1194000908436,717,1903,1696089780,1696099020,717|1568|1558|1177|312|966|1398|1903,1696090140|1696091640|1696092180|1696092660|1696091640|1696094940|1696096200|1696099080,1696090260|1696092000|1696092240|1696092720|1696092060|1696095060|1696096380|1696099200,8
20240702,1194000908455,1177,1926,1696083900,1696106700,1177|875|880|1407|2100|1991|1917|1926,1696084080|1696096020|1696096620|1696097580|1696100340|1696102560|1696106400|1696106880,1696084140|1696096140|1696096860|1696098120|1696100520|1696102680|1696106520|1696106880,8
20240702,1194000908497,1179,1397,1696098300,1696107480,1179|444|1562|684|1397,1696098900|1696100400|1696106520|1696106880|1696107600,1696099020|1696101720|1696106580|1696107000|1696107720,5
20240702,1194000908499,749,848,1696087200,1696103340,749|903|848|646|444|646|848,1696087800|1696096020|1696096620|1696097100|1696099380|1696102860|1696103400,1696087860|1696096140|1696096680|1696097160|1696101720|1696102920|1696103520,7
20240702,1194000908533,684,1398,1696106640,1696110480,684|1397|1647|1398,1696107000|1696107720|1696108380|1696110480,1696107120|1696107840|1696108740|1696110480,4
20240702,1194000908537,2184,1568,1696055940,1696067040,2184|444|942|411|997|1559|1560|1568,1696056540|1696057380|1696065840|1696066140|1696066440|1696066680|1696066920|1696067280,1696056600|1696060200|1696065900|1696066200|1696066500|1696066740|1696066980|1696067280,8
20240702,1194000908650,646,1273,1696075980,1696084380,646|1547|1058|714|718|942|1606|1273,1696076340|1696078080|1696079100|1696079580|1696080000|1696080300|1696079400|1696084380,1696076460|1696078440|1696079220|1696080660|1696080060|1696080360|1696079700|1696084380,8
20240702,1194000908718,2180,444,1696054620,1696058580,2180|441|1154|444,1696055160|1696055340|1696055580|1696056300,1696055220|1696055400|1696055640|1696059120,4
20240702,1194000908774,1000,684,1696065060,1696069740,1000|848|903|717|1568|1562|1177|684,1696065300|1696066020|1696066860|1696067580|1696068840|1696069440|1696069680|1696069920,1696066020|1696066500|1696067100|1696067700|1696068960|1696069500|1696069740|1696069980,8
